PLAYER,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Georges Niang,3:35,0,2,.000,0,2,.000,0,0,0.0,0,0,0,0,0,0,0,0,0,-8
Team Totals,240,42,90,.467,15,36,.417,10,16,.625,10,48,58,27,3,3,14,16,109,0
Evan Fournier,9:50,3,7,.429,0,4,.000,1,2,.500,0,0,0,2,0,0,1,2,7,-7
Nikola VuÄeviÄ‡,7:40,2,4,.500,1,3,.333,0,0,0.0,0,1,1,1,0,0,0,1,5,+1
Jonathan Isaac,6:46,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,+6
Aaron Gordon,5:14,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,1,0,-2
Markelle Fultz,5:30,0,1,.000,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,0,0,-10
D.J. Augustin,10:07,5,5,1.000,1,1,1.000,3,3,1.000,0,1,1,1,1,0,1,0,14,+8
Terrence Ross,8:23,2,3,.667,1,2,.500,0,0,0.0,0,2,2,0,0,0,0,1,5,+10
Michael Carter-Williams,2:10,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,1,0,0,0,0,0,+11
Mo Bamba,4:20,0,1,.000,0,1,.000,0,0,0.0,0,3,3,2,0,0,0,0,0,+3
Team Totals,240,42,93,.452,7,35,.200,11,15,.733,4,37,41,21,6,5,3,18,102,0
Kawhi Leonard,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Patrick Beverley,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Paul George,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Maurice Harkless,4:33,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,1,0,0,-2
Ivica Zubac,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Landry Shamet,12:00,1,4,.250,0,2,.000,2,3,.667,0,1,1,2,0,0,0,2,4,0
Lou Williams,6:21,4,5,.800,3,3,1.000,1,2,.500,0,0,0,2,0,0,3,0,12,+1
Montrezl Harrell,8:49,3,5,.600,0,0,0.0,0,0,0.0,0,1,1,2,0,0,2,0,6,-2
Rodney McGruder,12:00,2,3,.667,1,1,1.000,0,0,0.0,0,4,4,0,1,0,0,1,5,0
Patrick Patterson,4:16,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,1,0,0,0
Jerome Robinson,5:39,1,1,1.000,1,1,1.000,0,0,0.0,0,0,0,0,0,0,0,0,3,-1
Johnathan Motley,3:11,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,2,0,0,2,0,+2
Derrick Walton,3:11,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,0,0,+2
Team Totals,240,45,89,.506,14,32,.438,16,22,.727,6,38,44,23,14,4,15,15,120,0
Kelly Oubre,2:05,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,-1
Mikal Bridges,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Ricky Rubio,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Deandre Ayton,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Dario Å ariÄ‡,2:05,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-1
Jevon Carter,12:00,4,8,.500,1,4,.250,0,0,0.0,3,0,3,1,0,0,0,1,9,0
Elie Okobo,12:00,2,3,.667,0,0,0.0,2,3,.667,0,1,1,1,1,0,2,3,6,0
Frank Kaminsky,12:00,2,7,.286,1,2,.500,0,0,0.0,0,3,3,5,2,0,0,0,5,0
Ty Jerome,9:55,2,5,.400,1,4,.250,1,1,1.000,0,1,1,2,1,0,1,0,6,+1
Aron Baynes,4:16,1,1,1.000,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,2,0
Cheick Diallo,5:39,1,1,1.000,0,0,0.0,0,0,0.0,0,1,1,0,0,0,1,0,2,+1
Team Totals,240,41,102,.402,10,35,.286,7,10,.700,16,34,50,30,11,3,19,23,99,0
Tristan Thompson,9:22,2,2,1.000,0,0,0.0,2,2,1.000,1,3,4,1,0,0,1,0,6,-7
Kevin Love,9:25,1,1,1.000,1,1,1.000,0,0,0.0,0,3,3,2,1,0,2,1,3,-9
Cedi Osman,9:41,0,1,.000,0,1,.000,1,3,.333,0,0,0,0,0,0,0,0,1,-9
Collin Sexton,8:27,2,3,.667,0,0,0.0,2,2,1.000,0,0,0,0,0,0,1,2,6,-7
Darius Garland,6:50,0,1,.000,0,1,.000,0,0,0.0,0,0,0,1,0,0,1,0,0,-4
Jordan Clarkson,8:43,2,3,.667,0,0,0.0,0,0,0.0,0,0,0,2,0,0,1,0,4,-9
Larry Nance,2:54,0,0,0.0,0,0,0.0,1,2,.500,0,1,1,0,0,0,1,1,1,-3
Kevin Porter,2:19,1,2,.500,1,2,.500,0,0,0.0,0,0,0,0,0,0,1,2,3,-1
Matthew Dellavedova,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
John Henson,2:19,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-1
Team Totals,240,40,74,.541,7,26,.269,13,17,.765,10,38,48,25,7,3,23,21,100,0
Devonte' Graham,9:08,1,5,.200,1,3,.333,0,0,0.0,0,0,0,6,0,0,1,1,3,+9
Terry Rozier,12:00,6,12,.500,5,8,.625,2,2,1.000,2,0,2,2,1,0,0,1,19,+10
Cody Zeller,8:09,1,2,.500,0,0,0.0,0,0,0.0,2,1,3,0,1,0,0,1,2,+12
Miles Bridges,3:51,0,1,.000,0,1,.000,0,0,0.0,0,1,1,0,0,0,0,2,0,-2
Bismack Biyombo,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Marvin Williams,7:38,1,1,1.000,1,1,1.000,0,0,0.0,0,1,1,1,0,0,0,2,3,+9
Cody Martin,9:28,1,2,.500,0,1,.000,1,1,1.000,0,1,1,0,0,0,0,0,3,+12
Michael Kidd-Gilchrist,3:51,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,-2
Malik Monk,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Dwayne Bacon,5:55,1,2,.500,0,0,0.0,2,4,.500,1,1,2,0,0,0,0,0,4,+2
Team Totals,240,37,91,.407,13,37,.351,11,18,.611,15,20,35,25,12,3,9,20,98,0
Andre Drummond,8:33,3,4,.750,0,0,0.0,1,2,.500,1,6,7,0,1,1,1,0,7,0
Blake Griffin,7:00,0,2,.000,0,1,.000,0,0,0.0,0,1,1,0,0,1,0,0,0,-1
Luke Kennard,5:32,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Tony Snell,3:08,0,2,.000,0,2,.000,0,0,0.0,0,0,0,0,0,0,0,0,0,+3
Bruce Brown,2:15,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,+2
Derrick Rose,9:45,3,6,.500,0,2,.000,0,0,0.0,0,2,2,0,0,0,0,0,6,+2
Langston Galloway,8:52,0,1,.000,0,1,.000,1,2,.500,0,0,0,0,1,0,1,1,1,+1
Sviatoslav Mykhailiuk,6:28,2,3,.667,0,1,.000,2,2,1.000,0,1,1,0,0,0,1,0,6,+4
Markieff Morris,5:00,0,1,.000,0,1,.000,0,0,0.0,0,1,1,0,0,0,0,1,0,+5
Christian Wood,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Thon Maker,3:27,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,0,0,+4
Team Totals,240,39,87,.448,6,35,.171,15,22,.682,10,38,48,19,7,6,15,17,99,0
Kyle Lowry,12:00,0,3,.000,0,1,.000,2,3,.667,1,2,3,2,0,0,1,2,2,-4
Pascal Siakam,9:12,3,7,.429,2,4,.500,0,0,0.0,0,2,2,0,0,0,0,2,8,-2
OG Anunoby,10:06,0,2,.000,0,1,.000,0,0,0.0,0,2,2,0,0,0,0,0,0,-4
Norman Powell,3:43,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-1
Marc Gasol,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Serge Ibaka,8:33,2,5,.400,0,1,.000,0,0,0.0,1,2,3,2,1,0,0,1,4,0
Patrick McCaw,8:17,0,2,.000,0,2,.000,0,0,0.0,0,0,0,0,0,0,0,0,0,-3
Rondae Hollis-Jefferson,3:27,0,1,.000,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,-4
Terence Davis,1:54,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0
Chris Boucher,2:48,0,1,.000,0,1,.000,2,2,1.000,0,1,1,0,0,0,0,0,2,-2
Malcolm Miller,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Team Totals,240,39,91,.429,13,35,.371,21,24,.875,12,35,47,27,9,6,12,20,112,0
Ben Simmons,11:15,2,3,.667,0,0,0.0,0,0,0.0,0,3,3,1,1,0,1,2,4,+9
Tobias Harris,7:52,2,4,.500,2,3,.667,0,0,0.0,1,0,1,1,0,0,0,2,6,+12
Josh Richardson,12:00,2,6,.333,2,5,.400,2,2,1.000,2,0,2,2,0,1,1,1,8,+4
Joel Embiid,12:00,5,9,.556,1,2,.500,1,1,1.000,1,3,4,2,0,0,1,1,12,+4
Al Horford,7:52,0,2,.000,0,1,.000,0,0,0.0,1,0,1,1,0,1,0,0,0,+12
James Ennis,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Matisse Thybulle,4:08,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,1,0,1,0,0,-8
Mike Scott,4:08,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-8
Furkan Korkmaz,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Raul Neto,0:45,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-5
Team Totals,240,38,90,.422,12,39,.308,16,18,.889,15,26,41,24,9,5,13,17,104,0
Kendrick Nunn,12:00,1,3,.333,1,3,.333,0,2,.000,0,0,0,1,0,0,0,0,3,-4
Duncan Robinson,12:00,2,3,.667,2,3,.667,0,0,0.0,1,0,1,0,0,0,0,1,6,-4
Jimmy Butler,5:30,1,2,.500,0,0,0.0,2,2,1.000,0,1,1,1,0,0,1,0,4,-7
Bam Adebayo,12:00,2,6,.333,0,0,0.0,2,2,1.000,1,2,3,2,2,1,2,0,6,-4
Meyers Leonard,1:36,0,1,.000,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-4
Derrick Jones,10:24,2,2,1.000,1,1,1.000,0,0,0.0,0,1,1,1,0,0,0,1,5,0
Tyler Herro,6:30,1,2,.500,0,0,0.0,0,0,0.0,0,1,1,3,0,0,0,0,2,+3
Kelly Olynyk,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Team Totals,240,40,85,.471,12,31,.387,16,20,.800,11,36,47,26,6,4,12,14,108,0
Bradley Beal,7:38,1,4,.250,0,1,.000,1,2,.500,1,1,2,0,0,0,1,0,3,-14
DÄvis BertÄns,7:38,1,3,.333,0,2,.000,0,0,0.0,0,0,0,0,0,0,0,2,2,-14
Isaiah Thomas,5:31,0,3,.000,0,1,.000,0,0,0.0,0,0,0,1,0,0,1,0,0,-8
Ian Mahinmi,4:14,0,1,.000,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,0,-7
Isaac Bonga,4:02,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,1,1,0,-15
Ish Smith,7:53,1,4,.250,0,1,.000,0,0,0.0,0,2,2,2,0,0,0,0,2,+1
AnÅ¾ejs PaseÄÅ†iks,7:44,1,1,1.000,0,0,0.0,1,2,.500,1,0,1,0,0,0,2,0,3,-2
Troy Brown,6:34,1,4,.250,1,3,.333,0,0,0.0,1,4,5,0,0,0,1,0,3,-2
Admiral Schofield,4:24,0,1,.000,0,0,0.0,0,0,0.0,0,1,1,0,0,1,0,0,0,-1
Garrison Mathews,4:22,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,0,0,+2
Team Totals,265,34,95,.358,14,45,.311,27,32,.844,14,41,55,21,8,7,14,20,109,0
Zach LaVine,8:33,2,4,.500,1,2,.500,5,5,1.000,0,2,2,1,1,0,1,1,10,+17
Wendell Carter,9:34,1,3,.333,0,0,0.0,0,0,0.0,1,1,2,0,1,0,1,1,2,+14
Lauri Markkanen,8:33,3,5,.600,1,3,.333,0,0,0.0,0,1,1,0,1,1,0,0,7,+17
Kris Dunn,8:33,1,3,.333,0,1,.000,0,0,0.0,0,2,2,0,0,0,0,1,2,+15
TomÃ¡Å¡ SatoranskÃ½,9:34,1,2,.500,0,0,0.0,0,0,0.0,1,2,3,3,1,0,0,0,2,+14
Thaddeus Young,3:27,0,2,.000,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,-5
Coby White,2:26,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2
Ryan Arcidiacono,3:27,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-5
Daniel Gafford,2:26,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,-2
Denzel Valentine,3:27,1,4,.250,0,2,.000,0,0,0.0,0,1,1,0,1,0,0,0,2,-3
Shaquille Harrison,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Team Totals,265,39,97,.402,11,37,.297,21,24,.875,11,42,53,25,10,6,15,24,110,0
Andrew Wiggins,12:00,2,7,.286,0,3,.000,0,0,0.0,1,0,1,0,0,0,1,0,4,+7
Jeff Teague,8:33,1,2,.500,1,2,.500,0,0,0.0,0,0,0,3,0,0,0,0,3,+12
Josh Okogie,4:01,1,1,1.000,1,1,1.000,0,0,0.0,0,0,0,1,0,0,0,0,3,+8
Gorgui Dieng,5:39,1,2,.500,0,1,.000,0,0,0.0,0,0,0,0,0,0,0,2,2,+1
Treveon Graham,7:59,2,2,1.000,1,1,1.000,0,2,.000,0,3,3,0,0,0,0,2,5,-1
Robert Covington,10:25,1,3,.333,0,2,.000,1,1,1.000,0,2,2,2,1,1,0,1,3,+14
Shabazz Napier,3:27,1,3,.333,0,2,.000,0,0,0.0,0,1,1,1,0,0,0,0,2,-5
Keita Bates-Diop,1:35,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-7
Noah Vonleh,6:21,2,3,.667,0,1,.000,1,1,1.000,0,1,1,0,0,0,0,0,5,+6
Jordan Bell,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Team Totals,240,36,95,.379,10,39,.256,17,27,.630,12,31,43,20,9,3,10,18,99,0
Brandon Ingram,7:41,2,4,.500,0,2,.000,1,1,1.000,0,1,1,0,0,0,2,1,5,-3
Jrue Holiday,12:00,2,9,.222,2,3,.667,0,0,0.0,2,0,2,2,1,0,1,1,6,-7
J.J. Redick,9:10,1,1,1.000,0,0,0.0,2,2,1.000,0,0,0,0,0,0,0,0,4,0
Derrick Favors,6:46,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,1,1,0,-3
Kenrich Williams,4:19,0,1,.000,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,0,-4
Josh Hart,9:10,2,2,1.000,1,1,1.000,0,0,0.0,1,2,3,0,0,0,0,0,5,0
Lonzo Ball,2:50,0,3,.000,0,2,.000,0,0,0.0,2,0,2,0,0,0,1,0,0,-7
E'Twaun Moore,2:50,0,1,.000,0,0,0.0,0,0,0.0,1,2,3,0,0,0,0,0,0,-7
Jaxson Hayes,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Jahlil Okafor,5:14,0,1,.000,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,1,0,-4
Nickeil Alexander-Walker,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Team Totals,240,38,86,.442,14,33,.424,17,21,.810,11,44,55,23,6,4,17,19,107,0
Shai Gilgeous-Alexander,11:36,2,4,.500,0,0,0.0,0,0,0.0,1,3,4,0,1,1,0,0,4,+13
Chris Paul,7:51,3,3,1.000,1,1,1.000,2,2,1.000,0,1,1,2,2,0,0,1,9,+3
Danilo Gallinari,6:56,0,2,.000,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,0,0,+3
Steven Adams,9:21,3,3,1.000,0,0,0.0,0,0,0.0,2,1,3,1,0,0,0,0,6,+12
Terrance Ferguson,5:03,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,+8
Dennis SchrÃ¶der,12:00,3,7,.429,0,2,.000,6,6,1.000,0,0,0,1,1,0,3,1,12,+11
Abdel Nader,4:33,0,1,.000,0,1,.000,0,0,0.0,0,0,0,0,0,0,0,0,0,+6
Nerlens Noel,2:39,0,1,.000,0,0,0.0,2,2,1.000,1,0,1,0,0,0,1,1,2,-1
Darius Bazley,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Mike Muscala,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Team Totals,240,46,84,.548,7,24,.292,27,34,.794,6,29,35,25,6,6,12,16,126,0
Dillon Brooks,12:00,1,3,.333,0,1,.000,0,0,0.0,0,1,1,0,0,0,3,2,2,-11
Ja Morant,12:00,0,3,.000,0,0,0.0,0,2,.000,0,0,0,5,0,0,1,1,0,-11
Jae Crowder,9:02,0,1,.000,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,2,0,-7
Jonas ValanÄiÅ«nas,2:53,1,1,1.000,0,0,0.0,0,0,0.0,0,1,1,0,0,0,1,0,2,-4
Jaren Jackson,1:48,0,2,.000,0,1,.000,0,0,0.0,0,0,0,0,0,0,0,1,0,-2
Solomon Hill,12:00,0,1,.000,0,1,.000,2,2,1.000,0,3,3,1,1,0,3,2,2,-11
Brandon Clarke,7:19,7,9,.778,0,1,.000,0,0,0.0,4,0,4,0,0,0,0,0,14,-5
Kyle Anderson,2:58,1,1,1.000,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,-4
Tyus Jones,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
De'Anthony Melton,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Team Totals,240,50,99,.505,10,26,.385,12,15,.800,15,32,47,27,5,2,13,25,122,0
Will Barton,12:00,0,1,.000,0,0,0.0,0,0,0.0,0,2,2,1,0,0,1,0,0,+1
Jamal Murray,7:09,3,4,.750,1,2,.500,1,2,.500,0,1,1,0,0,0,0,0,8,+1
Gary Harris,7:09,1,1,1.000,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,2,+1
Nikola JokiÄ‡,5:48,2,3,.667,1,1,1.000,0,0,0.0,1,1,2,4,0,0,1,0,5,+1
Paul Millsap,8:23,0,2,.000,0,0,0.0,0,0,0.0,1,2,3,0,0,0,1,0,0,+3
Jerami Grant,3:37,1,2,.500,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2,-2
Mason Plumlee,6:12,3,4,.750,0,0,0.0,0,0,0.0,1,2,3,1,0,0,1,1,6,0
Monte Morris,4:51,1,2,.500,1,1,1.000,0,0,0.0,0,0,0,2,1,0,0,0,3,0
Malik Beasley,4:51,1,2,.500,1,2,.500,0,0,0.0,1,0,1,0,0,0,0,1,3,0
Michael Porter,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Torrey Craig,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Team Totals,240,40,84,.476,11,27,.407,22,25,.880,14,38,52,28,8,3,17,17,113,0
Aaron Gordon,5:48,1,1,1.000,1,1,1.000,0,0,0.0,0,1,1,1,0,1,0,1,3,-1
Nikola VuÄeviÄ‡,8:00,1,4,.250,0,1,.000,0,0,0.0,0,0,0,2,0,0,0,0,2,-1
Evan Fournier,8:29,3,4,.750,2,3,.667,0,0,0.0,0,0,0,0,0,0,1,2,8,-7
Markelle Fultz,5:48,2,3,.667,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,4,-1
Jonathan Isaac,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
D.J. Augustin,12:00,1,3,.333,0,1,.000,0,0,0.0,0,0,0,3,0,0,0,0,2,-1
Michael Carter-Williams,3:31,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,+6
Terrence Ross,6:12,1,2,.500,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,0,2,0
Mo Bamba,4:00,1,1,1.000,1,1,1.000,0,0,0.0,0,1,1,0,0,0,0,0,3,0
Wesley Iwundu,6:12,1,1,1.000,0,0,0.0,2,2,1.000,0,0,0,0,0,0,0,0,4,0
Team Totals,240,37,87,.425,11,29,.379,19,21,.905,8,27,35,25,9,5,12,19,104,0
Kristaps PorziÅ†Ä£is,10:33,1,4,.250,0,0,0.0,0,0,0.0,1,1,2,0,0,0,1,3,2,-4
Dorian Finney-Smith,7:36,1,2,.500,1,2,.500,0,0,0.0,0,1,1,0,0,0,0,1,3,-1
Jalen Brunson,6:36,1,4,.250,1,2,.500,0,0,0.0,0,3,3,1,0,0,2,0,3,-9
Dwight Powell,2:15,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2
Tim Hardaway,8:09,0,4,.000,0,3,.000,2,2,1.000,1,0,1,1,0,0,0,1,2,-1
Seth Curry,9:07,3,4,.750,2,3,.667,0,0,0.0,1,0,1,2,0,0,1,0,8,+1
Maxi Kleber,5:22,2,3,.667,1,2,.500,0,0,0.0,0,1,1,0,0,1,0,2,5,-5
Delon Wright,5:44,1,1,1.000,0,0,0.0,0,0,0.0,0,1,1,0,2,0,0,0,2,+4
Justin Jackson,3:51,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,-2
Ryan Broekhoff,0:47,1,1,1.000,1,1,1.000,2,3,.667,0,0,0,0,0,0,0,2,5,+4
Team Totals,240,34,87,.391,15,43,.349,20,25,.800,10,32,42,23,7,10,7,20,103,0
Jayson Tatum,12:00,2,6,.333,1,4,.250,1,1,1.000,0,3,3,1,0,0,0,2,6,+3
Kemba Walker,6:44,3,4,.750,2,3,.667,5,6,.833,0,2,2,0,0,1,1,0,13,+1
Jaylen Brown,12:00,3,6,.500,0,2,.000,2,2,1.000,1,4,5,0,1,0,2,1,8,+3
Daniel Theis,6:16,1,2,.500,0,0,0.0,0,0,0.0,1,0,1,0,0,1,0,1,2,+3
Semi Ojeleye,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Brad Wanamaker,12:00,0,0,0.0,0,0,0.0,2,2,1.000,0,1,1,1,0,0,0,1,2,+3
Grant Williams,7:05,0,0,0.0,0,0,0.0,2,2,1.000,0,0,0,0,0,0,0,0,2,-2
Enes Kanter,3:55,0,2,.000,0,0,0.0,0,0,0.0,2,0,2,1,0,0,0,0,0,+4
Javonte Green,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Romeo Langford,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Team Totals,240,35,86,.407,12,38,.316,27,30,.900,14,40,54,13,3,4,15,21,109,0
CJ McCollum,12:00,4,6,.667,2,4,.500,0,0,0.0,0,1,1,1,1,0,1,1,10,+5
Damian Lillard,7:59,1,3,.333,0,2,.000,2,2,1.000,0,0,0,3,0,0,0,0,4,+3
Hassan Whiteside,7:26,3,4,.750,0,0,0.0,0,0,0.0,0,4,4,0,0,0,0,0,6,+1
Carmelo Anthony,7:59,0,4,.000,0,0,0.0,0,0,0.0,1,1,2,0,2,1,0,1,0,+3
Kent Bazemore,7:59,1,2,.500,0,1,.000,0,0,0.0,0,1,1,0,0,0,0,0,2,+3
Gary Trent,4:34,1,3,.333,1,3,.333,0,0,0.0,0,1,1,0,0,0,0,0,3,+4
Anfernee Simons,4:01,0,2,.000,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,0,+2
Anthony Tolliver,4:01,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,+2
Skal LabissiÃ¨re,4:01,0,1,.000,0,0,0.0,0,0,0.0,1,4,5,0,0,0,0,1,0,+2
Team Totals,240,44,97,.454,9,31,.290,25,28,.893,14,43,57,19,6,8,10,22,122,0
D'Angelo Russell,10:03,3,7,.429,2,5,.400,0,0,0.0,0,1,1,2,0,1,0,1,8,-6
Glenn Robinson,7:59,1,4,.250,1,2,.500,0,0,0.0,0,1,1,0,0,1,1,0,3,-3
Draymond Green,4:35,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,-3
Damion Lee,4:39,0,2,.000,0,1,.000,0,0,0.0,0,1,1,2,0,0,1,1,0,+4
Willie Cauley-Stein,5:28,0,0,0.0,0,0,0.0,0,2,.000,0,0,0,0,0,0,0,0,0,0
Alec Burks,9:18,1,7,.143,0,2,.000,0,0,0.0,0,4,4,0,0,0,0,0,2,-8
Eric Paschall,2:42,1,2,.500,0,1,.000,0,0,0.0,1,1,2,1,0,0,1,0,2,-3
Marquese Chriss,4:01,1,1,1.000,0,0,0.0,1,1,1.000,0,1,1,0,0,0,0,0,3,-2
Jacob Evans,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Omari Spellman,7:14,1,3,.333,0,0,0.0,0,0,0.0,2,3,5,0,0,1,0,0,2,-2
Jordan Poole,4:01,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2
Team Totals,240,41,103,.398,16,38,.421,14,23,.609,17,33,50,24,7,7,8,23,112,0
Trae Young,12:00,5,13,.385,2,6,.333,0,0,0.0,1,0,1,2,0,0,0,0,12,-6
Cam Reddish,12:00,0,1,.000,0,0,0.0,0,0,0.0,0,2,2,0,1,0,2,1,0,-6
Kevin Huerter,5:57,2,2,1.000,2,2,1.000,2,2,1.000,0,1,1,0,0,0,1,0,8,-6
De'Andre Hunter,12:00,0,3,.000,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-6
Bruno Fernando,3:35,0,1,.000,0,1,.000,0,0,0.0,0,1,1,0,0,0,1,0,0,-5
Jabari Parker,5:02,1,3,.333,0,0,0.0,0,0,0.0,0,3,3,1,0,0,1,2,2,+5
Allen Crabbe,6:03,0,0,0.0,0,0,0.0,0,0,0.0,1,1,2,0,0,0,0,0,0,0
DeAndre' Bembry,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Alex Len,3:23,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,2,0,-6
